date,vol_regime,macro_signal,macro_regime,tradable
2018-02-27,1.0,0.0,0,1
2018-02-28,1.0,0.0,0,1
2018-03-01,1.0,0.0,0,1
2018-03-02,1.0,0.0,0,1
2018-03-03,1.0,0.0,0,1
2018-03-04,1.0,0.0,0,1
2018-03-05,1.0,0.0,0,1
2018-03-06,1.0,0.0,0,1
2018-03-07,1.0,0.0,0,1
2018-03-08,1.0,0.0,0,1
2018-03-09,1.0,0.0,0,1
2018-03-10,1.0,0.0,0,1
2018-03-11,1.0,0.0,0,1
2018-03-12,1.0,0.0,0,1
2018-03-13,1.0,0.0,0,1
2018-03-14,1.0,0.0,0,1
2018-03-15,1.0,0.0,0,1
2018-03-16,1.0,0.0,0,1
2018-03-17,1.0,0.0,0,1
2018-03-18,1.0,0.0,0,1
2018-03-19,1.0,0.0,0,1
2018-03-20,1.0,0.0,0,1
2018-03-21,1.0,0.0,0,1
2018-03-22,1.0,0.0,0,1
2018-03-23,1.0,0.0,0,1
2018-03-24,1.0,0.0,0,1
2018-03-25,1.0,0.0,0,1
2018-03-26,1.0,0.0,0,1
2018-03-27,1.0,0.0,0,1
2018-03-28,1.0,0.0,0,1
2018-03-29,1.0,0.0,0,1
2018-03-30,1.0,0.0,0,1
2018-03-31,1.0,0.0,0,1
2018-04-01,1.0,0.0,0,1
2018-04-02,1.0,0.0,0,1
2018-04-03,1.0,0.0,0,1
2018-04-04,1.0,0.0,0,1
2018-04-05,1.0,0.0,0,1
2018-04-06,1.0,0.0,0,1
2018-04-07,1.0,0.0,0,1
2018-04-08,1.0,0.0,0,1
2018-04-09,1.0,0.0,0,1
2018-04-10,1.0,0.0,0,1
2018-04-11,1.0,0.0,0,1
2018-04-12,1.0,0.0,0,1
2018-04-13,1.0,0.0,0,1
2018-04-14,1.0,0.0,0,1
2018-04-15,1.0,0.0,0,1
2018-04-16,1.0,0.0,0,1
2018-04-17,1.0,0.0,0,1
2018-04-18,1.0,0.0,0,1
2018-04-19,1.0,0.0,0,1
2018-04-20,1.0,0.0,0,1
2018-04-21,1.0,0.0,0,1
2018-04-22,1.0,0.0,0,1
2018-04-23,1.0,0.0,0,1
2018-04-24,1.0,0.0,0,1
2018-04-25,1.0,0.0,0,1
2018-04-26,1.0,0.0,0,1
2018-04-27,1.0,0.0,0,1
2018-04-28,1.0,0.0,0,1
2018-04-29,1.0,0.0,0,1
2018-04-30,1.0,0.0,0,1
2018-05-01,1.0,0.0,0,1
2018-05-02,1.0,0.0,0,1
2018-05-03,1.0,0.0,0,1
2018-05-04,1.0,0.0,0,1
2018-05-05,1.0,0.0,0,1
2018-05-06,1.0,0.0,0,1
2018-05-07,1.0,0.0,0,1
2018-05-08,1.0,0.0,0,1
2018-05-09,1.0,0.0,0,1
2018-05-10,1.0,0.0,0,1
2018-05-11,1.0,0.0,0,1
2018-05-12,1.0,0.0,0,1
2018-05-13,1.0,0.0,0,1
2018-05-14,1.0,0.0,0,1
2018-05-15,1.0,0.0,0,1
2018-05-16,1.0,0.0,0,1
2018-05-17,1.0,0.0,0,1
2018-05-18,1.0,0.0,0,1
2018-05-19,1.0,0.0,0,1
2018-05-20,1.0,0.0,0,1
2018-05-21,1.0,0.0,0,1
2018-05-22,1.0,0.0,0,1
2018-05-23,1.0,0.0,0,1
2018-05-24,1.0,0.0,0,1
2018-05-25,1.0,0.0,0,1
2018-05-26,1.0,0.0,0,1
2018-05-27,1.0,0.0,0,1
2018-05-28,1.0,0.0,0,1
2018-05-29,1.0,0.0,0,1
2018-05-30,1.0,0.0,0,1
2018-05-31,1.0,0.0,0,1
2018-06-01,1.0,0.0,0,1
2018-06-02,1.0,0.0,0,1
2018-06-03,1.0,0.0,0,1
2018-06-04,1.0,0.0,0,1
2018-06-05,1.0,0.0,0,1
2018-06-06,1.0,0.0,0,1
2018-06-07,1.0,0.0,0,1
2018-06-08,1.0,0.0,0,1
2018-06-09,1.0,0.0,0,1
2018-06-10,1.0,0.0,0,1
2018-06-11,1.0,0.0,0,1
2018-06-12,1.0,0.0,0,1
2018-06-13,1.0,0.0,0,1
2018-06-14,1.0,0.0,0,1
2018-06-15,1.0,0.0,0,1
2018-06-16,1.0,0.0,0,1
2018-06-17,1.0,0.0,0,1
2018-06-18,1.0,0.0,0,1
2018-06-19,1.0,0.0,0,1
2018-06-20,1.0,0.0,0,1
2018-06-21,1.0,0.0,0,1
2018-06-22,1.0,0.0,0,1
2018-06-23,1.0,0.0,0,1
2018-06-24,1.0,0.0,0,1
2018-06-25,1.0,0.0,0,1
2018-06-26,1.0,0.0,0,1
2018-06-27,1.0,0.0,0,1
2018-06-28,1.0,0.0,0,1
2018-06-29,1.0,0.0,0,1
2018-06-30,1.0,0.0,0,1
2018-07-01,1.0,0.0,0,1
2018-07-02,1.0,0.0,0,1
2018-07-03,1.0,0.0,0,1
2018-07-04,1.0,0.0,0,1
2018-07-05,1.0,0.0,0,1
2018-07-06,1.0,0.0,0,1
2018-07-07,1.0,0.0,0,1
2018-07-08,1.0,0.0,0,1
2018-07-09,1.0,0.0,0,1
2018-07-10,1.0,0.0,0,1
2018-07-11,1.0,0.0,0,1
2018-07-12,1.0,0.0,0,1
2018-07-13,1.0,0.0,0,1
2018-07-14,1.0,0.0,0,1
2018-07-15,1.0,0.0,0,1
2018-07-16,1.0,0.0,0,1
2018-07-17,1.0,0.0,0,1
2018-07-18,1.0,0.0,0,1
2018-07-19,1.0,0.0,0,1
2018-07-20,1.0,0.0,0,1
2018-07-21,1.0,0.0,0,1
2018-07-22,1.0,0.0,0,1
2018-07-23,1.0,0.0,0,1
2018-07-24,1.0,0.0,0,1
2018-07-25,1.0,0.0,0,1
2018-07-26,1.0,0.0,0,1
2018-07-27,1.0,0.0,0,1
2018-07-28,1.0,0.0,0,1
2018-07-29,1.0,0.0,0,1
2018-07-30,1.0,0.0,0,1
2018-07-31,1.0,0.0,0,1
2018-08-01,1.0,0.0,0,1
2018-08-02,1.0,0.0,0,1
2018-08-03,1.0,0.0,0,1
2018-08-04,1.0,0.0,0,1
2018-08-05,1.0,0.0,0,1
2018-08-06,1.0,0.0,0,1
2018-08-07,1.0,0.0,0,1
2018-08-08,1.0,0.0,0,1
2018-08-09,1.0,0.0,0,1
2018-08-10,1.0,0.0,0,1
2018-08-11,1.0,0.0,0,1
2018-08-12,1.0,0.0,0,1
2018-08-13,1.0,0.0,0,1
2018-08-14,1.0,0.0,0,1
2018-08-15,1.0,0.0,0,1
2018-08-16,1.0,0.0,0,1
2018-08-17,1.0,0.0,0,1
2018-08-18,1.0,0.0,0,1
2018-08-19,1.0,0.0,0,1
2018-08-20,1.0,0.0,0,1
2018-08-21,1.0,0.0,0,1
2018-08-22,1.0,0.0,0,1
2018-08-23,1.0,0.0,0,1
2018-08-24,1.0,0.0,0,1
2018-08-25,1.0,0.0,0,1
2018-08-26,1.0,0.0,0,1
2018-08-27,1.0,0.0,0,1
2018-08-28,1.0,0.0,0,1
2018-08-29,1.0,0.0,0,1
2018-08-30,1.0,0.0,0,1
2018-08-31,1.0,0.0,0,1
2018-09-01,1.0,0.0,0,1
2018-09-02,1.0,0.0,0,1
2018-09-03,1.0,0.0,0,1
2018-09-04,1.0,0.0,0,1
2018-09-05,1.0,0.0,0,1
2018-09-06,1.0,0.0,0,1
2018-09-07,1.0,0.0,0,1
2018-09-08,1.0,0.0,0,1
2018-09-09,1.0,0.0,0,1
2018-09-10,1.0,0.0,0,1
2018-09-11,1.0,0.0,0,1
2018-09-12,1.0,0.0,0,1
2018-09-13,1.0,0.0,0,1
2018-09-14,1.0,0.0,0,1
2018-09-15,1.0,0.0,0,1
2018-09-16,1.0,0.0,0,1
2018-09-17,1.0,0.0,0,1
2018-09-18,1.0,0.0,0,1
2018-09-19,1.0,0.0,0,1
2018-09-20,1.0,0.0,0,1
2018-09-21,1.0,0.0,0,1
2018-09-22,1.0,0.0,0,1
2018-09-23,1.0,0.0,0,1
2018-09-24,1.0,0.0,0,1
2018-09-25,1.0,0.0,0,1
2018-09-26,1.0,0.0,0,1
2018-09-27,1.0,0.0,0,1
2018-09-28,1.0,0.0,0,1
2018-09-29,1.0,0.0,0,1
2018-09-30,1.0,0.0,0,1
2018-10-01,1.0,0.0,0,1
2018-10-02,1.0,0.0,0,1
2018-10-03,1.0,0.0,0,1
2018-10-04,1.0,0.0,0,1
2018-10-05,1.0,0.0,0,1
2018-10-06,1.0,0.0,0,1
2018-10-07,1.0,0.0,0,1
2018-10-08,1.0,0.0,0,1
2018-10-09,1.0,0.0,0,1
2018-10-10,1.0,0.0,0,1
2018-10-11,1.0,0.0,0,1
2018-10-12,1.0,0.0,0,1
2018-10-13,1.0,0.0,0,1
2018-10-14,1.0,0.0,0,1
2018-10-15,1.0,0.0,0,1
2018-10-16,1.0,0.0,0,1
2018-10-17,1.0,0.0,0,1
2018-10-18,1.0,0.0,0,1
2018-10-19,1.0,0.0,0,1
2018-10-20,1.0,0.0,0,1
2018-10-21,1.0,0.0,0,1
2018-10-22,1.0,0.0,0,1
2018-10-23,1.0,0.0,0,1
2018-10-24,1.0,0.0,0,1
2018-10-25,1.0,0.0,0,1
2018-10-26,1.0,0.0,0,1
2018-10-27,1.0,0.0,0,1
2018-10-28,1.0,0.0,0,1
2018-10-29,1.0,0.0,0,1
2018-10-30,1.0,0.0,0,1
2018-10-31,1.0,0.0,0,1
2018-11-01,1.0,0.0,0,1
2018-11-02,1.0,0.0,0,1
2018-11-03,1.0,0.0,0,1
2018-11-04,1.0,0.0,0,1
2018-11-05,1.0,0.0,0,1
2018-11-06,1.0,0.0,0,1
2018-11-07,1.0,0.0,0,1
2018-11-08,1.0,0.0,0,1
2018-11-09,1.0,0.0,0,1
2018-11-10,1.0,0.0,0,1
2018-11-11,1.0,0.0,0,1
2018-11-12,1.0,0.0,0,1
2018-11-13,1.0,0.0,0,1
2018-11-14,1.0,0.0,0,1
2018-11-15,1.0,0.0,0,1
2018-11-16,1.0,0.0,0,1
2018-11-17,1.0,0.0,0,1
2018-11-18,1.0,0.0,0,1
2018-11-19,1.0,0.0,0,1
2018-11-20,1.0,0.0,0,1
2018-11-21,1.0,0.0,0,1
2018-11-22,1.0,0.0,0,1
2018-11-23,1.0,0.0,0,1
2018-11-24,1.0,0.0,0,1
2018-11-25,1.0,0.0,0,1
2018-11-26,1.0,0.0,0,1
2018-11-27,1.0,0.0,0,1
2018-11-28,1.0,0.0,0,1
2018-11-29,1.0,0.0,0,1
2018-11-30,1.0,0.0,0,1
2018-12-01,1.0,0.0,0,1
2018-12-02,1.0,0.0,0,1
2018-12-03,1.0,0.0,0,1
2018-12-04,1.0,0.0,0,1
2018-12-05,1.0,0.0,0,1
2018-12-06,1.0,0.0,0,1
2018-12-07,1.0,0.0,0,1
2018-12-08,1.0,0.0,0,1
2018-12-09,1.0,-0.0590692684054374,1,0
2018-12-10,1.0,-0.013364553451538,1,0
2018-12-11,1.0,0.0508315823972225,0,1
2018-12-12,1.0,0.1174490973353385,0,1
2018-12-13,1.0,0.1734236776828766,0,1
2018-12-14,1.0,0.215959221124649,0,1
2018-12-15,1.0,0.2229847013950348,0,1
2018-12-16,1.0,0.1866962611675262,0,1
2018-12-17,1.0,0.1218303069472312,0,1
2018-12-18,1.0,0.0491220578551292,0,1
2018-12-19,1.0,-0.0029647052288055,1,0
2018-12-20,1.0,-0.0297306254506111,1,0
2018-12-21,1.0,-0.043513223528862,1,0
2018-12-22,1.0,-0.0438160821795463,1,0
2018-12-23,1.0,-0.0332468375563621,1,0
2018-12-24,1.0,-0.017465129494667,1,0
2018-12-25,1.0,-0.0050563439726829,1,0
2018-12-26,1.0,0.0076339021325111,0,1
2018-12-27,1.0,0.0221452228724956,0,1
2018-12-28,1.0,0.0357432626187801,0,1
2018-12-29,1.0,0.0524181872606277,0,1
2018-12-30,1.0,0.0620462074875831,0,1
2018-12-31,1.0,0.0579469241201877,0,1
2019-01-01,1.0,0.0478455722332,0,1
2019-01-02,1.0,0.0256719421595335,0,1
2019-01-03,1.0,-0.0027658380568027,1,0
2019-01-04,1.0,-0.0470814853906631,1,0
2019-01-05,1.0,-0.0687521919608116,1,0
2019-01-06,1.0,-0.0844180211424827,1,0
2019-01-07,1.0,-0.0912820920348167,1,0
2019-01-08,1.0,-0.0869323089718818,1,0
2019-01-09,1.0,-0.0669453665614128,1,0
2019-01-10,1.0,-0.0379420667886734,1,0
2019-01-11,1.0,-0.0092551484704017,1,0
2019-01-12,1.0,0.0119249932467937,0,1
2019-01-13,1.0,0.0187003761529922,0,1
2019-01-14,1.0,0.0156024359166622,0,1
2019-01-15,1.0,0.0045214220881462,0,1
2019-01-16,1.0,-0.0057715140283107,1,0
2019-01-17,1.0,-0.0166960582137107,1,0
2019-01-18,1.0,-0.021536462008953,1,0
2019-01-19,1.0,-0.0229306370019912,1,0
2019-01-20,1.0,-0.0219606235623359,1,0
2019-01-21,1.0,-0.0196704939007759,1,0
2019-01-22,1.0,-0.0178377777338027,1,0
2019-01-23,1.0,-0.028868444263935,1,0
2019-01-24,1.0,-0.031144268810749,1,0
2019-01-25,1.0,-0.0267926305532455,1,0
2019-01-26,1.0,-0.0141635909676551,1,0
2019-01-27,1.0,-0.0020795166492462,1,0
2019-01-28,1.0,0.007527582347393,0,1
2019-01-29,1.0,0.0096251033246517,0,1
2019-01-30,1.0,0.0109907127916812,0,1
2019-01-31,1.0,0.0178787857294082,0,1
2019-02-01,1.0,0.0264203362166881,0,1
2019-02-02,1.0,0.0366953611373901,0,1
2019-02-03,1.0,0.0422885343432426,0,1
2019-02-04,1.0,0.0437608137726783,0,1
2019-02-05,1.0,0.0441760569810867,0,1
2019-02-06,1.0,0.0442581884562969,0,1
2019-02-07,1.0,0.0454983189702034,0,1
2019-02-08,1.0,0.0444490872323513,0,1
2019-02-09,1.0,0.0476005375385284,0,1
2019-02-10,1.0,0.0520552843809127,0,1
2019-02-11,1.0,0.0570641420781612,0,1
2019-02-12,1.0,0.0605549588799476,0,1
2019-02-13,1.0,0.0647222772240638,0,1
2019-02-14,1.0,0.0650181993842125,0,1
2019-02-15,1.0,0.0570154339075088,0,1
2019-02-16,1.0,0.0457963496446609,0,1
2019-02-17,1.0,0.0244322959333658,0,1
2019-02-18,1.0,-0.0043963342905044,1,0
2019-02-19,1.0,-0.0329774767160415,1,0
2019-02-20,1.0,-0.0529762133955955,1,0
2019-02-21,1.0,-0.0571961551904678,1,0
2019-02-22,1.0,-0.0517531111836433,1,0
2019-02-23,1.0,-0.0347503349184989,1,0
2019-02-24,1.0,-0.0159609392285347,1,0
2019-02-25,1.0,-0.0004583783447742,1,0
2019-02-26,1.0,0.0055119358003139,0,1
2019-02-27,1.0,0.0066999495029449,0,1
2019-02-28,1.0,0.0078118070960044,0,1
2019-03-01,1.0,0.0082009583711624,0,1
2019-03-02,1.0,0.0169955119490623,0,1
2019-03-03,1.0,0.0224149730056524,0,1
2019-03-04,1.0,0.0235115252435207,0,1
2019-03-05,1.0,0.0192638784646987,0,1
2019-03-06,1.0,0.0158976912498474,0,1
2019-03-07,1.0,0.0124048329889774,0,1
2019-03-08,1.0,0.0108454190194606,0,1
2019-03-09,1.0,0.0156710743904113,0,1
2019-03-10,1.0,0.022437997162342,0,1
2019-03-11,1.0,0.0289273522794246,0,1
2019-03-12,1.0,0.0386316627264022,0,1
2019-03-13,1.0,0.0447460189461708,0,1
2019-03-14,1.0,0.0451100692152977,0,1
2019-03-15,1.0,0.0370113030076026,0,1
2019-03-16,1.0,0.0221107900142669,0,1
2019-03-17,1.0,0.0018398314714431,0,1
2019-03-18,1.0,-0.015910156071186,1,0
2019-03-19,1.0,-0.0250292643904685,1,0
2019-03-20,1.0,-0.0239002257585525,1,0
2019-03-21,1.0,-0.0134288519620895,1,0
2019-03-22,1.0,0.0051878094673156,0,1
2019-03-23,1.0,0.0202088616788387,0,1
2019-03-24,1.0,0.0422918424010276,0,1
2019-03-25,1.0,0.0713897347450256,0,1
2019-03-26,1.0,0.1076744049787521,0,1
2019-03-27,1.0,0.1502870023250579,0,1
2019-03-28,1.0,0.1903453469276428,0,1
2019-03-29,1.0,0.2174594700336456,0,1
2019-03-30,1.0,0.2274016439914703,0,1
2019-03-31,1.0,0.2263751924037933,0,1
2019-04-01,1.0,0.2170807123184204,0,1
2019-04-02,1.0,0.1854645311832428,0,1
2019-04-03,1.0,0.1339871287345886,0,1
2019-04-04,1.0,0.0800680145621299,0,1
2019-04-05,1.0,0.0378189645707607,0,1
2019-04-06,1.0,0.0125186070799827,0,1
2019-04-07,1.0,0.0004186108708381,0,1
2019-04-08,1.0,-0.002586331218481,1,0
2019-04-09,1.0,0.0001031532883644,0,1
2019-04-10,1.0,0.0043713860213756,0,1
2019-04-11,1.0,0.0124031044542789,0,1
2019-04-12,1.0,0.023856982588768,0,1
2019-04-13,1.0,0.038751795887947,0,1
2019-04-14,1.0,0.0529505349695682,0,1
2019-04-15,1.0,0.0629200413823127,0,1
2019-04-16,1.0,0.0638316497206687,0,1
2019-04-17,1.0,0.0551368035376071,0,1
2019-04-18,1.0,0.0396713241934776,0,1
2019-04-19,1.0,0.0223918184638023,0,1
2019-04-20,1.0,0.0070699602365493,0,1
2019-04-21,1.0,-0.0033296421170234,1,0
2019-04-22,1.0,-0.0068899616599082,1,0
2019-04-23,1.0,-0.0031553208827972,1,0
2019-04-24,1.0,0.0090384222567081,0,1
2019-04-25,1.0,0.0267513897269964,0,1
2019-04-26,1.0,0.0470952913165092,0,1
2019-04-27,1.0,0.0662245824933052,0,1
2019-04-28,1.0,0.081736147403717,0,1
2019-04-29,1.0,0.0930110886693,0,1
2019-04-30,1.0,0.1001431941986084,0,1
2019-05-01,1.0,0.1042155027389526,0,1
2019-05-02,1.0,0.1160418465733528,0,1
2019-05-03,1.0,0.1417994201183319,0,1
2019-05-04,1.0,0.1861638128757476,0,1
2019-05-05,1.0,0.2485530376434326,0,1
2019-05-06,1.0,0.3125518560409546,0,1
2019-05-07,1.0,0.361349880695343,0,1
2019-05-08,1.0,0.3588787317276001,0,1
2019-05-09,1.0,0.2670978903770447,0,1
2019-05-10,1.0,0.170553833246231,0,1
2019-05-11,1.0,0.1262692511081695,0,1
2019-05-12,1.0,0.1063083708286285,0,1
2019-05-13,1.0,0.0799405872821807,0,1
2019-05-14,1.0,0.0057534649968147,0,1
2019-05-15,1.0,-0.0300780087709426,1,0
2019-05-16,1.0,-0.009199246764183,1,0
2019-05-17,1.0,0.027944479137659,0,1
2019-05-18,1.0,0.0552252680063247,0,1
2019-05-19,1.0,0.0706236362457275,0,1
2019-05-20,1.0,0.0792176648974418,0,1
2019-05-21,1.0,0.083748422563076,0,1
2019-05-22,1.0,0.0859821587800979,0,1
2019-05-23,1.0,0.0863348692655563,0,1
2019-05-24,1.0,0.0792482793331146,0,1
2019-05-25,1.0,0.0622211620211601,0,1
2019-05-26,1.0,0.0351396277546882,0,1
2019-05-27,1.0,0.000170886516571,0,1
2019-05-28,1.0,-0.0338567197322845,1,0
2019-05-29,1.0,-0.0637459158897399,1,0
2019-05-30,1.0,-0.0806287005543708,1,0
2019-05-31,1.0,-0.0839750543236732,1,0
2019-06-01,1.0,-0.0855667665600776,1,0
2019-06-02,1.0,-0.0713626220822334,1,0
2019-06-03,1.0,-0.0489570274949073,1,0
2019-06-04,1.0,-0.0176596343517303,1,0
2019-06-05,1.0,0.018896035850048,0,1
2019-06-06,1.0,0.0526813715696334,0,1
2019-06-07,1.0,0.0889086797833442,0,1
2019-06-08,1.0,0.1268069595098495,0,1
2019-06-09,1.0,0.1568653881549835,0,1
2019-06-10,1.0,0.1716934442520141,0,1
2019-06-11,1.0,0.1719873547554016,0,1
2019-06-12,1.0,0.1660286784172058,0,1
2019-06-13,1.0,0.1632589995861053,0,1
2019-06-14,1.0,0.155661791563034,0,1
2019-06-15,1.0,0.1587447226047516,0,1
2019-06-16,1.0,0.1819937229156494,0,1
2019-06-17,1.0,0.2228203415870666,0,1
2019-06-18,1.0,0.2687261402606964,0,1
2019-06-19,1.0,0.2957117855548858,0,1
2019-06-20,1.0,0.2777212858200073,0,1
2019-06-21,1.0,0.2170988321304321,0,1
2019-06-22,1.0,0.1355592608451843,0,1
2019-06-23,1.0,0.0516087971627712,0,1
2019-06-24,1.0,-0.0154340863227844,1,0
2019-06-25,1.0,-0.0518927574157714,1,0
2019-06-26,1.0,-0.070034734904766,1,0
2019-06-27,1.0,-0.077097438275814,1,0
2019-06-28,1.0,-0.0716247782111167,1,0
2019-06-29,1.0,-0.0442540794610977,1,0
2019-06-30,1.0,0.0094024315476417,0,1
2019-07-01,1.0,0.0732789412140846,0,1
2019-07-02,1.0,0.1018377095460891,0,1
2019-07-03,1.0,0.0861151367425918,0,1
2019-07-04,1.0,0.0572905875742435,0,1
2019-07-05,1.0,0.0366230942308902,0,1
2019-07-06,1.0,0.0092626959085464,0,1
2019-07-07,1.0,-0.0413190275430679,1,0
2019-07-08,1.0,-0.1048225238919258,1,0
2019-07-09,1.0,-0.1545091867446899,1,0
2019-07-10,1.0,-0.1655882596969604,1,0
2019-07-11,1.0,-0.1394364237785339,1,0
2019-07-12,1.0,-0.0984505340456962,1,0
2019-07-13,1.0,-0.0516337677836418,1,0
2019-07-14,1.0,-0.007564153522253,1,0
2019-07-15,1.0,0.0215885117650032,0,1
2019-07-16,1.0,0.018136978149414,0,1
2019-07-17,1.0,-0.0083776228129863,1,0
2019-07-18,1.0,-0.0417407527565956,1,0
2019-07-19,1.0,-0.0725132003426551,1,0
2019-07-20,1.0,-0.0958438739180564,1,0
2019-07-21,1.0,-0.0955303236842155,1,0
2019-07-22,1.0,-0.0742409080266952,1,0
2019-07-23,1.0,-0.0410750731825828,1,0
2019-07-24,1.0,-0.0044364407658576,1,0
2019-07-25,1.0,0.0312644205987453,0,1
2019-07-26,1.0,0.0656059309840202,0,1
2019-07-27,1.0,0.1046343445777893,0,1
2019-07-28,1.0,0.1476819515228271,0,1
2019-07-29,1.0,0.1800260841846466,0,1
2019-07-30,1.0,0.1935674548149109,0,1
2019-07-31,1.0,0.1958239078521728,0,1
2019-08-01,1.0,0.1832599341869354,0,1
2019-08-02,1.0,0.1460769474506378,0,1
2019-08-03,1.0,0.103027805685997,0,1
2019-08-04,1.0,0.0612963028252124,0,1
2019-08-05,1.0,0.0194294527173042,0,1
2019-08-06,1.0,-0.0522942543029785,1,0
2019-08-07,1.0,-0.1006615683436393,1,0
2019-08-08,1.0,-0.1224996224045753,1,0
2019-08-09,1.0,-0.1217099353671073,1,0
2019-08-10,1.0,-0.1171776130795478,1,0
2019-08-11,1.0,-0.0999663993716239,1,0
2019-08-12,1.0,-0.0692362859845161,1,0
2019-08-13,1.0,-0.0388048663735389,1,0
2019-08-14,1.0,-0.0134946331381797,1,0
2019-08-15,1.0,-0.0044003203511238,1,0
2019-08-16,1.0,-0.0055607482790946,1,0
2019-08-17,1.0,-0.0115272104740142,1,0
2019-08-18,1.0,-0.0231247469782829,1,0
2019-08-19,1.0,-0.03758155554533,1,0
2019-08-20,1.0,-0.0466221421957016,1,0
2019-08-21,1.0,-0.0561140403151512,1,0
2019-08-22,1.0,-0.0546181946992874,1,0
2019-08-23,1.0,-0.0514541044831275,1,0
2019-08-24,1.0,-0.0513574033975601,1,0
2019-08-25,1.0,-0.0360066890716552,1,0
2019-08-26,1.0,-0.0098968148231506,1,0
2019-08-27,1.0,0.0182179622352123,0,1
2019-08-28,1.0,0.0566396042704582,0,1
2019-08-29,1.0,0.0851777866482734,0,1
2019-08-30,1.0,0.105568528175354,0,1
2019-08-31,1.0,0.0763934329152107,0,1
2019-09-01,1.0,0.0368822999298572,0,1
2019-09-02,1.0,0.0094512924551963,0,1
2019-09-03,1.0,-0.0064225010573863,1,0
2019-09-04,1.0,-0.0211399942636489,1,0
2019-09-05,1.0,-0.0219533964991569,1,0
2019-09-06,1.0,-0.017038270831108,1,0
2019-09-07,1.0,-0.0073918923735618,1,0
2019-09-08,1.0,-0.0012283772230148,1,0
2019-09-09,1.0,0.0014499835669994,0,1
2019-09-10,1.0,0.0003642179071903,0,1
2019-09-11,1.0,-0.0025730803608894,1,0
2019-09-12,1.0,-0.0058192871510982,1,0
2019-09-13,1.0,-0.0109500661492347,1,0
2019-09-14,1.0,-0.0190290138125419,1,0
2019-09-15,1.0,-0.0377571955323219,1,0
2019-09-16,1.0,-0.0774608328938484,1,0
2019-09-17,1.0,-0.139733076095581,1,0
2019-09-18,1.0,-0.1890343725681305,1,0
2019-09-19,1.0,-0.2039100229740142,1,0
2019-09-20,1.0,-0.2009371221065521,1,0
2019-09-21,1.0,-0.1972338855266571,1,0
2019-09-22,1.0,-0.1717942357063293,1,0
2019-09-23,1.0,-0.1182761117815971,1,0
2019-09-24,1.0,-0.0469819232821464,1,0
2019-09-25,1.0,-0.005747765302658,1,0
2019-09-26,1.0,0.0117605030536651,0,1
2019-09-27,1.0,0.0056523121893405,0,1
2019-09-28,1.0,-0.0129225179553031,1,0
2019-09-29,1.0,-0.0221397951245307,1,0
2019-09-30,1.0,-0.0200998559594154,1,0
2019-10-01,1.0,-0.0042675994336605,1,0
2019-10-02,1.0,0.0082500725984573,0,1
2019-10-03,1.0,0.0206321962177753,0,1
2019-10-04,1.0,0.0360187590122222,0,1
2019-10-05,1.0,0.038498543202877,0,1
2019-10-06,1.0,0.0240415297448635,0,1
2019-10-07,1.0,0.0058528333902359,0,1
2019-10-08,1.0,-0.015500433743,1,0
2019-10-09,1.0,-0.0426560714840889,1,0
2019-10-10,1.0,-0.048159897327423,1,0
2019-10-11,1.0,-0.0434452146291732,1,0
2019-10-12,1.0,-0.0350488349795341,1,0
2019-10-13,1.0,-0.0347596183419227,1,0
2019-10-14,1.0,-0.0380600541830062,1,0
2019-10-15,1.0,-0.0370519235730171,1,0
2019-10-16,1.0,-0.0292643159627914,1,0
2019-10-17,1.0,-0.0071045011281967,1,0
2019-10-18,1.0,0.0306452363729476,0,1
2019-10-19,1.0,0.0755479633808136,0,1
2019-10-20,1.0,0.1218744069337844,0,1
2019-10-21,1.0,0.1639052927494049,0,1
2019-10-22,1.0,0.1936614513397216,0,1
2019-10-23,1.0,0.2022506892681121,0,1
2019-10-24,1.0,0.1826114952564239,0,1
2019-10-25,1.0,0.1395004093647003,0,1
2019-10-26,1.0,0.0871074050664901,0,1
2019-10-27,1.0,0.0431731678545475,0,1
2019-10-28,1.0,0.0160648450255393,0,1
2019-10-29,1.0,0.0002729147672653,0,1
2019-10-30,1.0,-0.0103112831711769,1,0
2019-10-31,1.0,-0.0160463005304336,1,0
2019-11-01,1.0,-0.02881670743227,1,0
2019-11-02,1.0,-0.0340201780200004,1,0
2019-11-03,1.0,-0.0424989536404609,1,0
2019-11-04,1.0,-0.0534209087491035,1,0
2019-11-05,1.0,-0.0595499947667121,1,0
2019-11-06,1.0,-0.0567219629883766,1,0
2019-11-07,1.0,-0.0496276244521141,1,0
2019-11-08,1.0,-0.0428752973675727,1,0
2019-11-09,1.0,-0.040666677057743,1,0
2019-11-10,1.0,-0.0433440655469894,1,0
2019-11-11,1.0,-0.0514839962124824,1,0
2019-11-12,1.0,-0.0643354281783104,1,0
2019-11-13,1.0,-0.0827985629439354,1,0
2019-11-14,1.0,-0.1137503013014793,1,0
2019-11-15,1.0,-0.1488779187202453,1,0
2019-11-16,1.0,-0.1734019517898559,1,0
2019-11-17,1.0,-0.1808831989765167,1,0
2019-11-18,1.0,-0.1703476011753082,1,0
2019-11-19,1.0,-0.1465542614459991,1,0
2019-11-20,1.0,-0.1080828830599784,1,0
2019-11-21,1.0,-0.0484603866934776,1,0
2019-11-22,1.0,0.0168516673147678,0,1
2019-11-23,1.0,0.0537440329790115,0,1
2019-11-24,1.0,0.047917403280735,0,1
